GOPrimaryKey,CouncilDistrict,GOHighestOffenseDesc,HighestNIBRS,GOReportDate,GOLocation,ClearanceStatus,ClearanceDate,GODistrict,GOLocationZip,GOCensusTract,GOXCoordinate,GOYCoordinate,RIN,PrimaryKey,DateOccurred,TimeOccurred,Location,AreaCommand,NatureOfContact,ReasonDesc,R2RLevel,MasterSubjectID,SubjectSex,SubjectRace,SubjectEthnicity,SubjectConductDesc,SubjectResistance,WeaponUsed1,WeaponUsed2,WeaponUsed3,WeaponUsed4,WeaponUsed5,NumberShots,SubjectEffects,EffectonOfficer,OfficerOrganizationDesc,OfficerCommissionDate,OfficerYrsofService,XCoordinate,YCoordinate,CouncilDistrict
20152851773,5,"THEFT OF LICENSE PLATE        ",Theft,13-Oct-15,"9600 S IH 35 SVRD SB                                                                                ",C,13-Oct-15,F,78748,24.21,3099407,10031322,167322,20152851773,"10/12/2015 12:00:00 AM",2345,"9600 S IH 35 SVRD SB",FR,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",3,"459192536: 20152851773",M,B,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","FRANK 800 REG IV PATROL","03/20/2015 12:00:00 AM",1,3099407,10031322,5
20152851773,5,"THEFT OF LICENSE PLATE        ",Theft,13-Oct-15,"9600 S IH 35 SVRD SB                                                                                ",C,13-Oct-15,F,78748,24.21,3099407,10031322,167323,20152851773,"10/12/2015 12:00:00 AM",2350,"9600 S IH 35 SVRD SB",FR,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",3,"459192536: 20152851773",M,B,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","FRANK 500 REG IV PATROL","10/07/2011 12:00:00 AM",4,3099407,10031322,5
20152851773,5,"THEFT OF LICENSE PLATE        ",Theft,13-Oct-15,"9600 S IH 35 SVRD SB                                                                                ",C,13-Oct-15,F,78748,24.21,3099407,10031322,167324,20152851773,"10/12/2015 12:00:00 AM",2335,"9600 S IH 35 SVRD SB",FR,OTHER,"NECESSARY TO EFFECT ARREST / DETENTION",3,"459192536: 20152851773",M,B,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","DWI TEAM 1 REG III HWY ENFORCEMENT","06/23/2006 12:00:00 AM",9,3099407,10031322,5
20152851773,5,"THEFT OF LICENSE PLATE        ",Theft,13-Oct-15,"9600 S IH 35 SVRD SB                                                                                ",C,13-Oct-15,F,78748,24.21,3099407,10031322,167325,20152851773,"10/12/2015 12:00:00 AM",2337,"9600 S IH 35 SVRD SB",FR,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",2,"459192536: 20152851773",M,B,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # SHOTS","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","",2,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","FRANK 400 REG IV PATROL","03/23/2012 12:00:00 AM",4,3099407,10031322,5
20152851773,5,"THEFT OF LICENSE PLATE        ",Theft,13-Oct-15,"9600 S IH 35 SVRD SB                                                                                ",C,13-Oct-15,F,78748,24.21,3099407,10031322,167342,20152851773,"10/12/2015 12:00:00 AM"," ","9600 S IH 35 SVRD SB",FR,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",3,"459192536: 20152851773",M,B,H,"","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","FRANK 400 REG IV PATROL","12/12/2014 12:00:00 AM",1,3099407,10031322,5
20152851773,5,"THEFT OF LICENSE PLATE        ",Theft,13-Oct-15,"9600 S IH 35 SVRD SB                                                                                ",C,13-Oct-15,F,78748,24.21,3099407,10031322,167344,20152851773,"10/12/2015 12:00:00 AM",2322,"9600 S IH 35 SVRD SB",FR,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",3,"459192536: 20152851773",M,B,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","FRANK 400 REG IV PATROL","06/18/2004 12:00:00 AM",11,3099407,10031322,5
20152851773,5,"THEFT OF LICENSE PLATE        ",Theft,13-Oct-15,"9600 S IH 35 SVRD SB                                                                                ",C,13-Oct-15,F,78748,24.21,3099407,10031322,167363,20152851773,"10/12/2015 12:00:00 AM"," ","9600 S IH 35 SVRD SB",FR,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",3,"459192536: 20152851773",M,B,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","FRANK 400 REG IV PATROL","12/12/2014 12:00:00 AM",1,3099407,10031322,5
20152851773,5,"THEFT OF LICENSE PLATE        ",Theft,13-Oct-15,"9600 S IH 35 SVRD SB                                                                                ",C,13-Oct-15,F,78748,24.21,3099407,10031322,167364,20152851773,"10/12/2015 12:00:00 AM",550,"9600 S IH 35 SVRD SB",FR,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",3,"459192536: 20152851773",M,B,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","MINOR INJURY","FRANK 800 REG IV PATROL","03/23/2012 12:00:00 AM",4,3099407,10031322,5
20152910497,3,"AGG ASSAULT                   ","Agg Assault",18-Oct-15,"2200 WILLOW CREEK DR                                                                                ",N,25-Nov-15,H,78741,23.15,3118401,10057171,167502,20152910497,"10/18/2015 12:00:00 AM"," ","2200 WILLOW CREEK DR",HE,"DISPATCHED CALL","NECESSARY TO DEFEND ANOTHER",2,"459332939: 20152910497",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND ACTIVE AGGRESSION; OTHER","CED - PRONGS-ENTER # SHOTS","","","","",1,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","HENRY 600 REG III PATROL","12/12/2014 12:00:00 AM",1,3118401,10057171,3
20152930473,4,"THEFT                         ",Theft,20-Oct-15,"1030 NORWOOD PARK BLVD                                                                              ",C,23-Oct-15,I,78753,18.13,3129997,10096983,167627,20152930473,"10/20/2015 12:00:00 AM"," ","1030 NORWOOD PARK BLVD",ID,OTHER,"NECESSARY TO EFFECT ARREST / DETENTION",3,"131269535: 20152930473",M,B,N,"","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","IDA 100 REG I PATROL","11/30/2012 12:00:00 AM",3,3129997,10096983,4
20152940202,1,"BURGLARY OF VEHICLE           ",Theft,21-Oct-15,"2900 E MARTIN LUTHER KING JR BLVD                                                                   ",C,5-Jan-16,C,78722,4.02,3124770,10075993,167644,20152940202,"10/21/2015 12:00:00 AM",348,"2900 E MARTIN LUTHER KING JR BLVD",CH,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",23,"458931967: 20152940202",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","CED - DRIVE STUN-ENTER # SHOTS","CED - PRONGS-ENTER # SHOTS","","","",3,"MINOR INJURY; COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","CHARLIE 700 REG III PATROL","07/13/2012 12:00:00 AM",3,3124770,10075993,1
20152940202,1,"BURGLARY OF VEHICLE           ",Theft,21-Oct-15,"2900 E MARTIN LUTHER KING JR BLVD                                                                   ",C,5-Jan-16,C,78722,4.02,3124770,10075993,167682,20152940202,"10/21/2015 12:00:00 AM",344,"2900 E MARTIN LUTHER KING JR BLVD",CH,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",23,"458931967: 20152940202",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # SHOTS","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","",2,"MINOR INJURY; COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","CHARLIE 700 REG III PATROL","07/25/1997 12:00:00 AM",18,3124770,10075993,1
20153001492,3,"DEADLY CONDUCT                ","Agg Assault",27-Oct-15,"KASPER ST / MONTOPOLIS DR                                                                           ",C,4-Nov-15,H,78741,23.18,3127261,10055654,167804,20153001492,"10/27/2015 12:00:00 AM"," ","KASPER ST / MONTOPOLIS DR",HE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"218760912: 20153001492",M,B,N,"EDP/MENTALLY UNSTABLE","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","HENRY 200 REG III PATROL","04/23/2010 12:00:00 AM",6,3127261,10055654,3
20153001492,3,"DEADLY CONDUCT                ","Agg Assault",27-Oct-15,"KASPER ST / MONTOPOLIS DR                                                                           ",C,4-Nov-15,H,78741,23.18,3127261,10055654,168027,20153001492,"10/27/2015 12:00:00 AM"," ","KASPER ST / MONTOPOLIS DR",HE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"218760912: 20153001492",M,B,N,"EDP/MENTALLY UNSTABLE","VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","05/17/2013 12:00:00 AM",2,3127261,10055654,3
20153020389,3,"AUTO THEFT                    ","Auto Theft",29-Oct-15,"3002 CATALINA DR                                                                                    ",C,30-Oct-15,H,78741,23.07,3116620,10054307,168023,20153020389,"10/28/2015 12:00:00 AM",555,"3002 CATALINA DR",HE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"305595255: 20153020389",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","DAVID 700 REG IV PATROL","12/13/2013 12:00:00 AM",2,3116620,10054307,3
20153020389,3,"AUTO THEFT                    ","Auto Theft",29-Oct-15,"3002 CATALINA DR                                                                                    ",C,30-Oct-15,H,78741,23.07,3116620,10054307,168062,20153020389,"10/28/2015 12:00:00 AM",600,"3002 CATALINA DR",HE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"305595255: 20153020389",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","FRANK 700 REG IV PATROL","11/30/2012 12:00:00 AM",3,3116620,10054307,3
20153020389,3,"AUTO THEFT                    ","Auto Theft",29-Oct-15,"3002 CATALINA DR                                                                                    ",C,30-Oct-15,H,78741,23.07,3116620,10054307,168552,20153020389,"10/28/2015 12:00:00 AM"," ","3002 CATALINA DR",HE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"305595255: 20153020389",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","DAVID 700 REG IV PATROL","03/20/2015 12:00:00 AM",1,3116620,10054307,3
20153010941,3,"THEFT                         ",Theft,29-Oct-15,"710 E BEN WHITE BLVD SVRD WB                                                                        ",C,29-Oct-15,D,78704,23.08,3110719,10052849,167882,20153010941,"10/28/2015 12:00:00 AM"," ","710 E BEN WHITE BLVD SVRD WB",DA,"VIEWED OFFENSE","TO RESTRAIN FOR SUBJECTS SAFETY",3,"203884881: 20153010941",F,W,N,"EDP/MENTALLY UNSTABLE","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","DAVID 800 REG IV PATROL","10/07/2011 12:00:00 AM",4,3110719,10052849,3
20153051541,9,"AGG ROBBERY/DEADLY WEAPON     ",Robbery,1-Nov-15,"1000 E 41ST ST                                                                                      ",C,2-Nov-15,B,78751,3.02,3121345,10082705,167927,20153051541,"11/01/2015 12:00:00 AM",1710,"1000 E 41ST ST",BA,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"288775491: 20153051541",M,W,N,"","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","BAKER 400 REG I PATROL","03/23/2012 12:00:00 AM",4,3121345,10082705,9
20153041808,7,"THEFT                         ",Theft,1-Nov-15,"12900 N IH 35 SVRD SB                                                                               ",C,3-Nov-15,E,78753,18.48,3134231,10124161,168022,20153041808,"10/31/2015 12:00:00 AM",2255,"12900 N IH 35 SVRD SB",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",2,"201916813: 20153041808",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","CED - DRIVE STUN-ENTER # SHOTS","CED - PRONGS-ENTER # SHOTS","","","",3,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","EDWARD 800 REG II PATROL","12/13/2013 12:00:00 AM",2,3134231,10124161,7
20153081202,4,"THEFT BY SHOPLIFTING          ",Theft,4-Nov-15,"1030 NORWOOD PARK BLVD                                                                              ",C,9-Nov-15,I,78753,18.13,3129997,10096983,168123,20153081202,"11/04/2015 12:00:00 AM",1844,"1030 NORWOOD PARK BLVD",ID,"DISPATCHED CALL","NECESSARY TO DEFEND REPORTING OFFICER",3,"459151784: 20153081202",F,W,H,"","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","IDA 300 REG I PATROL","12/12/2014 12:00:00 AM",1,3129997,10096983,4
20153080121,9,"THEFT                         ",Theft,4-Nov-15,"414 E 6TH ST                                                                                        ",C,4-Nov-15,G,78701,11.0,3115646,10070479,168026,20153080121,"11/04/2015 12:00:00 AM",155,"414 E 6TH ST",GE,OTHER,"NECESSARY TO EFFECT ARREST / DETENTION",3,"459122721: 20153080121",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS",OTHER,"WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","MINOR INJURY","GEORGE 800 REG I PATROL","10/07/2011 12:00:00 AM",4,3115646,10070479,9
20153121425,7,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",8-Nov-15,"8600 RESEARCH BLVD SB                                                                               ",C,10-Nov-15,I,78757,18.18,3121245,10104948,168191,20153121425,"11/08/2015 12:00:00 AM",2304,"8600 RESEARCH BLVD SB",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"170220808: 20153121425",M,W,H,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","ADAM 400 REG II PATROL","11/30/2012 12:00:00 AM",3,3121245,10104948,7
20153121425,7,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",8-Nov-15,"8600 RESEARCH BLVD SB                                                                               ",C,10-Nov-15,I,78757,18.18,3121245,10104948,168192,20153121425,"11/08/2015 12:00:00 AM",2304,"8600 RESEARCH BLVD SB",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459112419: 20153121425",F,W,H,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","EDWARD 400 REG II PATROL","05/30/2014 12:00:00 AM",1,3121245,10104948,7
20153121425,7,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",8-Nov-15,"8600 RESEARCH BLVD SB                                                                               ",C,10-Nov-15,I,78757,18.18,3121245,10104948,168214,20153121425,"11/08/2015 12:00:00 AM",106,"8600 RESEARCH BLVD SB",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"170220808: 20153121425",M,W,H,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","IMPACT WEAPON - BATON","","","","","","MINOR INJURY; COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","ADAM 400 REG II PATROL","04/23/2010 12:00:00 AM",6,3121245,10104948,7
20153121425,7,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",8-Nov-15,"8600 RESEARCH BLVD SB                                                                               ",C,10-Nov-15,I,78757,18.18,3121245,10104948,168262,20153121425,"11/08/2015 12:00:00 AM",2300,"8600 RESEARCH BLVD SB",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459112419: 20153121425",F,W,H,"","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE; OTHER","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","NO COMPLAINT OF INJURY/PAIN","EDWARD 400 REG II PATROL","12/13/2013 12:00:00 AM",2,3121245,10104948,7
20153121425,7,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",8-Nov-15,"8600 RESEARCH BLVD SB                                                                               ",C,10-Nov-15,I,78757,18.18,3121245,10104948,168263,20153121425,"11/08/2015 12:00:00 AM",2300,"8600 RESEARCH BLVD SB",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",2,"170220808: 20153121425",M,W,H,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY; COMPLAINT OF INJURY/PAIN","COMPLAINT OF INJURY/PAIN","EDWARD 400 REG II PATROL","12/13/2013 12:00:00 AM",2,3121245,10104948,7
20153121425,7,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",8-Nov-15,"8600 RESEARCH BLVD SB                                                                               ",C,10-Nov-15,I,78757,18.18,3121245,10104948,168264,20153121425,"11/08/2015 12:00:00 AM"," ","8600 RESEARCH BLVD SB",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"170220808: 20153121425",M,W,H,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY; COMPLAINT OF INJURY/PAIN","COMPLAINT OF INJURY/PAIN","EDWARD 400 REG II PATROL","12/13/2013 12:00:00 AM",2,3121245,10104948,7
20153121425,7,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",8-Nov-15,"8600 RESEARCH BLVD SB                                                                               ",C,10-Nov-15,I,78757,18.18,3121245,10104948,168302,20153121425,"11/08/2015 12:00:00 AM",2139,"8600 RESEARCH BLVD SB",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",2,"170220808: 20153121425",M,W,H,"EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","CED - DRIVE STUN-ENTER # SHOTS","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","",2,"MINOR INJURY; COMPLAINT OF INJURY/PAIN","MINOR INJURY; COMPLAINT OF INJURY/PAIN","EDWARD 400 REG II PATROL","11/30/2012 12:00:00 AM",3,3121245,10104948,7
20153121425,7,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",8-Nov-15,"8600 RESEARCH BLVD SB                                                                               ",C,10-Nov-15,I,78757,18.18,3121245,10104948,168303,20153121425,"11/08/2015 12:00:00 AM",2139,"8600 RESEARCH BLVD SB",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459112419: 20153121425",F,W,H,"","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","MINOR INJURY","EDWARD 400 REG II PATROL","11/30/2012 12:00:00 AM",3,3121245,10104948,7
20153121425,7,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",8-Nov-15,"8600 RESEARCH BLVD SB                                                                               ",C,10-Nov-15,I,78757,18.18,3121245,10104948,172184,20153121425,"11/08/2015 12:00:00 AM",2139,"8600 RESEARCH BLVD SB",ID,"DISPATCHED CALL","IN CUSTODY, MAINTAINING CONTROL",3,"170220808: 20153121425",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY; COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","EDWARD 700 REG II PATROL","11/30/2012 12:00:00 AM",3,3121245,10104948,7
20153121425,7,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",8-Nov-15,"8600 RESEARCH BLVD SB                                                                               ",C,10-Nov-15,I,78757,18.18,3121245,10104948,172185,20153121425,"11/08/2015 12:00:00 AM",2139,"8600 RESEARCH BLVD SB",ID,OTHER,"NECESSARY TO EFFECT ARREST / DETENTION",3,"170220808: 20153121425",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY; COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","EDWARD 500 REG II PATROL","12/12/2014 12:00:00 AM",1,3121245,10104948,7
20153141758,7,"THEFT                         ",Theft,10-Nov-15,"2525 W ANDERSON LN                                                                                  ",C,11-Nov-15,B,78757,15.01,3116494,10102601,168305,20153141758,"11/10/2015 12:00:00 AM"," ","2525 W ANDERSON LN",BA,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"254674165: 20153141758",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","IDA 800 REG I PATROL","12/12/2014 12:00:00 AM",1,3116494,10102601,7
20153141758,7,"THEFT                         ",Theft,10-Nov-15,"2525 W ANDERSON LN                                                                                  ",C,11-Nov-15,B,78757,15.01,3116494,10102601,168306,20153141758,"11/10/2015 12:00:00 AM",2058,"2525 W ANDERSON LN",BA,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"254674165: 20153141758",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","BAKER 600 EVE REG I PATROL","07/17/1998 12:00:00 AM",17,3116494,10102601,7
20153150061,9,"AGG ASSAULT                   ","Agg Assault",11-Nov-15,"2246 GUADALUPE ST                                                                                   ",N,29-Nov-15,B,78705,6.04,3114379,10077330,168304,20153150061,"11/11/2015 12:00:00 AM",30,"2246 GUADALUPE ST",BA,"DISPATCHED CALL","TO RESTRAIN FOR SUBJECTS SAFETY",3,"459191380: 20153150061",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","BAKER 400 REG I PATROL","11/30/2012 12:00:00 AM",3,3114379,10077330,9
20153150061,9,"AGG ASSAULT                   ","Agg Assault",11-Nov-15,"2246 GUADALUPE ST                                                                                   ",N,29-Nov-15,B,78705,6.04,3114379,10077330,168323,20153150061,"11/11/2015 12:00:00 AM",30,"2246 GUADALUPE ST",BA,"DISPATCHED CALL","TO RESTRAIN FOR SUBJECTS SAFETY",3,"459191380: 20153150061",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","BAKER 400 REG I PATROL","03/23/2012 12:00:00 AM",4,3114379,10077330,9
20153150061,9,"AGG ASSAULT                   ","Agg Assault",11-Nov-15,"2246 GUADALUPE ST                                                                                   ",N,29-Nov-15,B,78705,6.04,3114379,10077330,168324,20153150061,"11/11/2015 12:00:00 AM",38,"2246 GUADALUPE ST",BA,"DISPATCHED CALL","TO RESTRAIN FOR SUBJECTS SAFETY",3,"459191380: 20153150061",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","BAKER 400 REG I PATROL","12/12/2014 12:00:00 AM",1,3114379,10077330,9
